iter	MultiClass
141	0.02690042727
142	0.02688966989
143	0.02687115711
144	0.02686161276
145	0.02684680347
146	0.02683083602
147	0.02682053275
148	0.02681201516
149	0.02679406286
150	0.02677152802
151	0.02675482181
152	0.0267415405
153	0.02673431167
154	0.02672115292
155	0.02670868258
156	0.02669918156
157	0.02668566219
158	0.0266769538
159	0.02665429539
160	0.02664546695
161	0.02663897689
162	0.02663025202
163	0.0266200887
164	0.02661347557
165	0.02660577829
166	0.02659734355
167	0.02657808649
168	0.02656767664
169	0.02655585557
170	0.02654851576
171	0.02652673162
172	0.02651402612
173	0.02650692852
174	0.02649482602
175	0.02648334588
176	0.02647266519
177	0.02645632732
178	0.02644434126
179	0.02643560018
180	0.02643003963
181	0.02641517009
182	0.02640937963
183	0.02640200657
184	0.02639319916
185	0.02637884921
186	0.026368732
187	0.02635605459
188	0.02634220265
189	0.02633667564
190	0.02632996291
191	0.02631857594
192	0.02630827091
193	0.02629211145
194	0.02628477161
195	0.02627695067
196	0.02626011839
197	0.02625058436
198	0.02622764436
199	0.02621661143
200	0.02620514813
201	0.02618992218
202	0.02618189261
203	0.02617050639
204	0.02615847556
205	0.0261515446
206	0.02614440753
207	0.02613494216
208	0.02612150937
209	0.02611549544
210	0.02610578429
211	0.02609400775
212	0.0260867575
213	0.02607825679
214	0.02606274347
215	0.02605421106
216	0.02604428537
217	0.02603697166
218	0.02602155612
219	0.0260114258
220	0.02599382001
221	0.02598589309
222	0.02597565294
223	0.02596705025
224	0.02595523641
225	0.02594229529
226	0.02593004927
227	0.02592127829
228	0.02590819339
229	0.02590293863
230	0.0258979253
231	0.02589382893
232	0.0258759011
233	0.0258713759
234	0.02586523919
235	0.02585046802
236	0.02584032817
237	0.02583006926
238	0.02581771561
239	0.02580912275
240	0.02580078874
241	0.02578731059
242	0.02578014493
243	0.02577348287
244	0.02576372304
245	0.0257506377
246	0.02574109213
247	0.0257357571
248	0.0257212435
249	0.02571174482
250	0.02569977106
251	0.02568991737
252	0.02567327335
253	0.02566155562
254	0.02564910129
255	0.02564159897
256	0.0256346576
257	0.02562750317
258	0.0256216628
259	0.0256092502
260	0.02559648067
261	0.02558617839
262	0.0255808245
263	0.0255726977
264	0.02556159116
265	0.02554826936
266	0.0255412408
267	0.02552886844
268	0.02552124991
269	0.02551064362
270	0.02549975843
271	0.025492967
272	0.02548284044
273	0.02546307721
274	0.02545709144
275	0.02544713381
276	0.02544105283
277	0.0254292821
278	0.02541892492
279	0.02541112926
280	0.02540430137
281	0.0253961339
282	0.0253881195
283	0.0253811553
284	0.02537524664
285	0.02535550995
286	0.02535039679
287	0.02534069261
288	0.02533529333
289	0.02532917327
290	0.02531876682
291	0.02530603804
292	0.02529383605
293	0.02527940887
294	0.02526347619
295	0.02525829249
296	0.02524330764
297	0.02523227446
298	0.02522082483
299	0.02521329871
300	0.02519827112
301	0.02518761131
302	0.02517770397
303	0.0251672828
304	0.02515719833
305	0.02515024697
306	0.02514525613
307	0.02513385343
308	0.02512548511
309	0.02511012747
310	0.02509760166
311	0.02509442664
312	0.02508543304
313	0.02507672818
314	0.02506848217
315	0.02505530497
316	0.02503907389
317	0.02501920089
318	0.02501210178
319	0.02499670624
320	0.02499259366
321	0.02497044778
322	0.02496104033
323	0.0249574619
324	0.02495074117
325	0.02494560803
326	0.02492989162
327	0.02492529937
328	0.02491528638
329	0.02490893594
330	0.02489949765
331	0.02488808223
332	0.02487869635
333	0.02486938766
334	0.02486058586
335	0.02485361077
336	0.02484553657
337	0.02483396934
338	0.02482144997
339	0.0248173365
340	0.02480820852
341	0.02480222777
342	0.02479359647
343	0.0247876868
344	0.02477226727
345	0.02476456064
346	0.02475858365
347	0.0247453126
348	0.02473576233
349	0.02473389454
350	0.02472495207
351	0.02471944935
352	0.02470592273
353	0.024697919
354	0.02469295175
355	0.02468899473
356	0.02468583883
357	0.02467719032
358	0.02467136694
359	0.02465958242
360	0.02465487601
361	0.02464726034
362	0.02463674903
363	0.02463132523
364	0.02462289582
365	0.02461663361
366	0.02460263658
367	0.02459605906
368	0.02458668404
369	0.02457055513
370	0.02455927335
371	0.0245495643
372	0.02454074821
373	0.02453420865
374	0.02452528798
375	0.02451920957
376	0.0245141023
377	0.0245001702
378	0.0244906887
379	0.02448270728
380	0.0244772592
381	0.02446970574
382	0.0244658388
383	0.02445971294
384	0.02444911433
385	0.02444102707
386	0.02442525061
387	0.02441686563
388	0.02441300707
389	0.02440176332
390	0.02439195258
391	0.02438454489
392	0.02437650226
393	0.02436844748
394	0.0243556903
395	0.02435193059
396	0.02434601623
397	0.02434039654
398	0.02433251122
399	0.02431823613
400	0.02430404041
401	0.02429753268
402	0.02428813611
403	0.02428121525
404	0.02427509053
405	0.02426840907
406	0.02426347364
407	0.02425271417
408	0.02424565097
409	0.02423791182
410	0.02423319927
411	0.02422697124
412	0.02421247359
413	0.02420373029
414	0.02419265379
415	0.02417972737
416	0.02417518709
417	0.02416995052
418	0.02415617296
419	0.02414689263
420	0.02413931731
421	0.02413417029
422	0.0241189575
423	0.02410666659
424	0.02409804667
425	0.02408830606
426	0.02407676374
427	0.02406839491
428	0.0240599087
429	0.02405372641
430	0.02404787172
431	0.02404267085
432	0.02403226098
433	0.02402196261
434	0.02401320455
435	0.02400703169
436	0.02400265303
437	0.02399758125
438	0.02398877364
439	0.02398115716
440	0.023973162
441	0.02396730121
442	0.02396277938
443	0.02395570367
444	0.02394389818
445	0.02392791744
446	0.0239244973
447	0.02391933867
448	0.02391349713
449	0.02390618961
450	0.02390326213
451	0.02389772029
452	0.02388661796
453	0.02388381127
454	0.0238787565
455	0.02387240234
456	0.02386299646
457	0.02385731438
458	0.0238528311
459	0.02384700335
460	0.02383592663
461	0.02382768024
462	0.02381691626
463	0.02380139417
464	0.02379596341
465	0.02378950915
466	0.02378729305
467	0.02377433358
468	0.02376681559
469	0.02375877745
470	0.02374739025
471	0.0237404972
472	0.02373301126
473	0.02372687682
474	0.02371957171
475	0.02371486696
476	0.02370992381
477	0.02369740925
478	0.02369362772
479	0.02368554227
480	0.02367850449
481	0.02366728712
482	0.02366169241
483	0.02364983334
484	0.02364250392
485	0.02363603273
486	0.0236294675
487	0.02362021645
488	0.02361037599
489	0.02360204466
490	0.02359238328
491	0.02358755523
492	0.02358033446
493	0.02357064041
494	0.02356370408
495	0.02355552812
496	0.02354754219
497	0.02354173773
498	0.02352624089
499	0.02351999601
500	0.02351638308
501	0.02350765525
502	0.02349093326
503	0.0234879318
504	0.02348020424
505	0.02347493601
506	0.023471032
507	0.02346544737
508	0.02344997216
509	0.02344557251
510	0.02343535155
511	0.02342908314
512	0.02342299407
513	0.02341731087
514	0.02341233974
515	0.02340418195
516	0.02339915404
517	0.02339410641
518	0.02338414094
519	0.02336663662
520	0.02335922513
521	0.02335029954
522	0.02334595329
523	0.0233392469
524	0.02333043947
525	0.02332117494
526	0.02331195644
527	0.02330569832
528	0.0232993264
529	0.02328873867
530	0.02328087369
531	0.02327370207
532	0.0232612321
533	0.02325464837
534	0.02325187237
535	0.02324054431
536	0.02322174266
537	0.02321749713
538	0.02321525478
539	0.02320621354
540	0.02320189644
541	0.02319382374
542	0.02318927311
543	0.02318116803
544	0.02317482775
545	0.02316432233
546	0.0231431447
547	0.02313539188
548	0.02312802143
549	0.02312103877
550	0.0231160322
551	0.02311037682
552	0.02310138379
553	0.02309578665
554	0.02308655771
555	0.02307688051
556	0.02307000589
557	0.02306291442
558	0.02304937609
559	0.02303755322
560	0.02303151936
561	0.02302763954
562	0.02301988489
563	0.02301468705
564	0.02301141299
565	0.02300588757
566	0.02299513007
567	0.02298928103
568	0.022986697
569	0.0229817331
570	0.02297655863
571	0.02297141189
572	0.02296836605
573	0.02296083363
574	0.02295249852
575	0.02294618033
576	0.0229364939
577	0.02293075249
578	0.02292686874
579	0.02292155337
580	0.02291583057
581	0.0229102733
582	0.02290372613
583	0.02290009468
584	0.02289514851
585	0.02289121885
586	0.02288432682
587	0.02287672694
588	0.02287147089
589	0.02286513105
590	0.02285087999
591	0.02284221453
592	0.02283640474
593	0.02282300516
594	0.02281904977
595	0.02281627143
596	0.02281355345
597	0.02280266456
598	0.02279501116
599	0.02278987092
600	0.02278593427
601	0.02278074982
602	0.02276864597
603	0.0227624076
604	0.02275938837
605	0.0227532663
606	0.02274589745
607	0.02273678776
608	0.02273400225
609	0.02272617894
610	0.02272089334
611	0.02271288626
612	0.02270636292
613	0.02270433709
614	0.02269620868
615	0.02268821076
616	0.02268369672
617	0.02267594067
618	0.02266978429
619	0.02266330666
620	0.02265908302
621	0.02265451275
622	0.02264490822
623	0.02263958263
624	0.02263290416
625	0.02262414354
626	0.0226201675
627	0.02260668018
628	0.02259993909
629	0.02259130776
630	0.02258506222
631	0.02257541114
632	0.02256406888
633	0.02255740798
634	0.02255301466
635	0.02254717219
636	0.02254352087
637	0.02253988863
638	0.02253195576
639	0.02252652727
640	0.02252103167
641	0.02251702022
642	0.02250883004
643	0.0225064938
644	0.02249937019
645	0.02249413647
646	0.02248910911
647	0.02248251204
648	0.02247495105
649	0.02246650559
650	0.02245794375
651	0.02245150135
652	0.02244360665
653	0.022440815
654	0.02243349369
655	0.02242948959
656	0.02242283377
657	0.02241625851
658	0.02240997145
659	0.02240515393
660	0.0223960927
661	0.02238796093
662	0.02238048736
663	0.02237790061
664	0.02237411476
665	0.02237044893
666	0.02236272066
667	0.02235949072
668	0.02235182208
669	0.0223472095
670	0.02233502986
671	0.02232825628
672	0.02231554773
673	0.02230418932
674	0.02229922427
675	0.02228647766
676	0.02228147769
677	0.02227351471
678	0.0222692727
679	0.02226331538
680	0.02225451712
681	0.02224903584
682	0.02224429906
683	0.02224051983
684	0.02223623027
685	0.02223289974
686	0.02222999734
687	0.02222673808
688	0.02222393227
689	0.02222022715
690	0.02221415484
691	0.02220707749
692	0.022204338
693	0.02220039759
694	0.02219383271
695	0.0221849998
696	0.02218109037
697	0.02216892626
698	0.02216231648
699	0.02215745715
700	0.02215092077
701	0.02214127233
702	0.02213736214
703	0.02212946684
704	0.02212389904
705	0.02211937104
706	0.02211263444
707	0.02209788096
708	0.02209417826
709	0.02208997338
710	0.02208056478
711	0.02207485112
712	0.02206878143
713	0.0220615499
714	0.02205301356
715	0.0220475706
716	0.02203212889
717	0.0220232602
718	0.02201965271
719	0.02201461296
720	0.02201244893
721	0.02200442497
722	0.0219890126
723	0.02198297246
724	0.02197914363
725	0.02197642775
726	0.02197181414
727	0.0219680053
728	0.02196532704
729	0.0219595448
730	0.02194697634
731	0.02193908712
732	0.02193341114
733	0.0219293269
734	0.0219247391
735	0.02191648287
736	0.02190897671
737	0.02190203889
738	0.02189989489
739	0.02189113521
740	0.02188469008
741	0.02187439643
742	0.02186828361
743	0.02185819719
744	0.02184702177
745	0.02184543327
746	0.02184060587
747	0.02183281317
748	0.02182768762
749	0.02182144272
750	0.02181642688
751	0.0218072468
752	0.02179532909
753	0.02179037816
754	0.02178773964
755	0.0217839629
756	0.02177836632
757	0.02177300168
758	0.02176370195
759	0.02175780779
760	0.0217496748
761	0.02174744551
762	0.02174198178
763	0.02173682029
764	0.02172891167
765	0.02172192301
766	0.02171506096
767	0.02170712458
768	0.0217016358
769	0.02169682501
770	0.02169071907
771	0.02168759641
772	0.0216764202
773	0.02167225285
774	0.0216653217
775	0.02164792715
776	0.02164372405
777	0.02164056821
778	0.02163446467
779	0.02162599889
780	0.02162204198
781	0.02161703457
782	0.02161446603
783	0.02161074694
784	0.02159993455
785	0.02158653183
786	0.02157838199
787	0.02157370611
788	0.02156452679
789	0.02156039321
790	0.02155766699
791	0.02155363233
792	0.02154851043
793	0.0215405028
794	0.02153435561
795	0.02152829853
796	0.02152412092
797	0.02151495706
798	0.02149808532
799	0.02149305764
800	0.02148956911
801	0.02147725949
802	0.0214716493
803	0.02146720165
804	0.02146335908
805	0.02145479289
806	0.02145225339
807	0.02144521538
808	0.02143382035
809	0.02142057292
810	0.02141373429
811	0.02140861544
812	0.02140057865
813	0.02139417609
814	0.02139057027
815	0.02138680685
816	0.02137812056
817	0.02137283388
818	0.02136491657
819	0.02135865327
820	0.02134731584
821	0.02133829981
822	0.02133161713
823	0.02131832884
824	0.02131331859
825	0.02131038065
826	0.02130906778
827	0.02130520187
828	0.02129456262
829	0.02128847983
830	0.02128145637
831	0.02127690939
832	0.02127064013
833	0.02125691046
834	0.02124707415
835	0.0212422406
836	0.02123870525
837	0.02122793908
838	0.02122251094
839	0.02121163269
840	0.02120677786
841	0.02120161552
842	0.02119431383
843	0.02119051023
844	0.02118523156
845	0.0211818002
846	0.02116849701
847	0.02115817958
848	0.02115026439
849	0.02114387334
850	0.02113597016
851	0.02113147033
852	0.02112313984
853	0.02111700861
854	0.02111346536
855	0.02111106281
856	0.02110649422
857	0.02109366962
858	0.0210874023
859	0.02108276647
860	0.02107913399
861	0.02107799899
862	0.0210744377
863	0.02106920037
864	0.02106571123
865	0.02106015734
866	0.02105319031
867	0.02104645011
868	0.0210388827
869	0.0210325903
870	0.02102507781
871	0.02101871562
872	0.02101200288
873	0.02100544594
874	0.0209976822
875	0.02099342378
876	0.02098752051
877	0.02097736163
878	0.02097343018
879	0.02096736108
880	0.02096179941
881	0.0209573963
882	0.02095450204
883	0.02094974143
884	0.02093742019
885	0.02092953081
886	0.02092550107
887	0.02092019318
888	0.02090819009
889	0.0209047449
890	0.02090021056
891	0.02089158309
892	0.02088707972
893	0.02088296633
894	0.02088091305
895	0.02087043197
896	0.02086471501
897	0.02086109042
898	0.02085492024
899	0.02085022033
900	0.02084525543
901	0.02083965657
902	0.02083526907
903	0.02082972068
904	0.02082423965
905	0.02081755502
906	0.02081385577
907	0.02080924145
908	0.0208024014
909	0.02079832585
910	0.02079227488
911	0.02077841714
912	0.02076662226
913	0.02076237325
914	0.02075788201
915	0.02075363351
916	0.02074916259
917	0.02074458583
918	0.02074242448
919	0.0207359505
920	0.02072704541
921	0.02071807256
922	0.02071054616
923	0.02070488578
924	0.02068950651
925	0.02068430692
926	0.02067679033
927	0.02066917167
928	0.02066199622
929	0.02065594931
930	0.0206496224
931	0.02064077426
932	0.02063494243
933	0.02062811033
934	0.02062473851
935	0.02061338968
936	0.02060259787
937	0.02059596379
938	0.02058876295
939	0.02058214675
940	0.02057936648
941	0.02056982137
942	0.02056405407
943	0.02055958944
944	0.02055701016
945	0.02054860882
946	0.02054651177
947	0.02054345101
948	0.02054025952
949	0.02053564955
950	0.02053254618
951	0.02052932707
952	0.0205226806
953	0.02051704066
954	0.02051175689
955	0.02050587677
956	0.02050102997
957	0.02049549552
958	0.0204883922
959	0.02047840924
960	0.02046955015
961	0.02045439272
962	0.02044886088
963	0.02044568733
964	0.02044163678
965	0.02043666816
966	0.02042901423
967	0.020421244
968	0.02041819487
969	0.02040379997
970	0.02039448832
971	0.02038199042
972	0.0203751056
973	0.02037239884
974	0.02036492144
975	0.02036018367
976	0.02035713573
977	0.02035414864
978	0.02034798363
979	0.02034416308
980	0.02034034297
981	0.02033159553
982	0.02032415699
983	0.0203168398
984	0.02031081991
985	0.02030807902
986	0.02029682906
987	0.02028755405
988	0.02028049446
989	0.02027387634
990	0.02026478125
991	0.02025980989
992	0.02025429154
993	0.02025093086
994	0.02024595444
995	0.02024001334
996	0.02023585554
997	0.02023205324
998	0.0202290303
999	0.02022604605
.02015745892
